2.973129727863096150e+00,9.587203451227852558e-01,3.278531735680181747e+00,1.262511009925808336e+00,2.667009915411795884e+00,6.561381859609813905e-01
3.168655000158338453e+00,9.579739275140080057e-01,3.454966113740448375e+00,1.262144060445159477e+00,2.881656430375776790e+00,6.543805578385852861e-01
3.364158762138899306e+00,9.575026626805309693e-01,3.631380486065841406e+00,1.261869882403025223e+00,3.096284225182786898e+00,6.534282661046447727e-01
3.559653609934997576e+00,9.571676056167091051e-01,3.807786640077924112e+00,1.261650612223207624e+00,3.310903263755281767e+00,6.528306074403460446e-01
3.755139931119870766e+00,9.569079073242543476e-01,3.984185040634240504e+00,1.261469617007541455e+00,3.525513302722873110e+00,6.524288804380059537e-01
3.950625670944887702e+00,9.566988842326031861e-01,4.160582892156613255e+00,1.261320754671775290e+00,3.740122809621193589e+00,6.521290212589958557e-01
4.146107922610766217e+00,9.565304352142531830e-01,4.336977584148727694e+00,1.261202465507233139e+00,3.954728528236762575e+00,6.518957772914885096e-01
4.341591530782977770e+00,9.563990236634121178e-01,4.513373491606645693e+00,1.261113279881062921e+00,4.169335755480080508e+00,6.517147546976638228e-01
4.537073588662238421e+00,9.563010645276330823e-01,4.689767993025943937e+00,1.261048831255140668e+00,4.383941291550041086e+00,6.515774951259853953e-01
4.732557196834449087e+00,9.562337963475988634e-01,4.866163888774681645e+00,1.261008910780751391e+00,4.598548536866271519e+00,6.514795990882984444e-01
4.928039254713709738e+00,9.561973644632735247e-01,5.042558381803556422e+00,1.260989919806787762e+00,4.813154084824079249e+00,6.514186525623542057e-01
5.123521506379589141e+00,9.561847441097273137e-01,5.218953047559638847e+00,1.260995525689078800e+00,5.027759849381231660e+00,6.513909866827117812e-01
5.319003758045468544e+00,9.562067146676282992e-01,5.395347712605178536e+00,1.261022432092454348e+00,5.242365616063469069e+00,6.513980301119990379e-01
5.514486009711347947e+00,9.562466104877638262e-01,5.571742374741620374e+00,1.261071209855318065e+00,5.456971383458422586e+00,6.514347256145911480e-01
5.709974462549027407e+00,9.563314648034497711e-01,5.748142631891612453e+00,1.261155992839704032e+00,5.671583961263800155e+00,6.515157941724962765e-01
5.905463109173325620e+00,9.564632639275283399e-01,5.924543064717386898e+00,1.261279787779912898e+00,5.886196753165139128e+00,6.516514171572488356e-01
6.100958150756039977e+00,9.566372843111674573e-01,6.100949266961373851e+00,1.261442293024921835e+00,6.100816568998604694e+00,6.518323635851923648e-01
6.296465594682358002e+00,9.568487297355530163e-01,6.277366645341266427e+00,1.261650919945387139e+00,6.315450021181997720e+00,6.520332487069233629e-01
6.491997261936018226e+00,9.569796325965198580e-01,6.453805865113884543e+00,1.261814415512811927e+00,6.530110024563196447e+00,6.520566853050702161e-01
6.687578538564082464e+00,9.567336689306691344e-01,6.630289947371890591e+00,1.261711964898112992e+00,6.744823887480970726e+00,6.515553365581848722e-01
6.883257677434613697e+00,9.557806263396477764e-01,6.806862782818752677e+00,1.261040243927981752e+00,6.959644751369829407e+00,6.503456714353698098e-01
7.079130990497134235e+00,9.538671530427651479e-01,6.983609983398225474e+00,1.259388042842356281e+00,7.174683814055956788e+00,6.499684403961760726e-01
7.275221344572656790e+00,9.543163504250318230e-01,7.160547108662870919e+00,1.258023534700185131e+00,7.389696199422283840e+00,6.576837023011427030e-01
7.470504383594458453e+00,9.680403672116889568e-01,7.337025180228925691e+00,1.263180189929599795e+00,7.602648572439633767e+00,6.839147380472383464e-01
7.662157411673801377e+00,1.005065311260390004e+00,7.511408050316524587e+00,1.285446105367922698e+00,7.810056435295917865e+00,7.356140691219247296e-01
7.845235769446617269e+00,1.071500257280631141e+00,7.679467659810867097e+00,1.334779655371289397e+00,8.007718619323540565e+00,8.157148823003251836e-01
8.014446369208314991e+00,1.168428133344651565e+00,7.834762252243851144e+00,1.416188365941413174e+00,8.192167722142059461e+00,9.237621195408796115e-01
8.165421648145468225e+00,1.292460580423576255e+00,7.970898034766778828e+00,1.527662384895206893e+00,8.359949066098097958e+00,1.057410895577318710e+00
8.294117279524725106e+00,1.439804104338700874e+00,8.079486117638348119e+00,1.666445359604276755e+00,8.503939188986732844e+00,1.216757745965474147e+00
8.397584218581926052e+00,1.605612198648355582e+00,8.158378731270833129e+00,1.823389561818621551e+00,8.624226270523838167e+00,1.394038193670243730e+00
8.469351930116943095e+00,1.786027686046246510e+00,8.204537142257850135e+00,1.991828985232168669e+00,8.716876595512102810e+00,1.585299692070700983e+00
8.511767170082862322e+00,1.976384281646140550e+00,8.225006048368181055e+00,2.166348230932837016e+00,8.780847173102440451e+00,1.788953211808231414e+00
8.530750119682551258e+00,2.170972498746408519e+00,8.230720339304332001e+00,2.342603219153866156e+00,8.818804003782162226e+00,1.999775309559918002e+00
8.535956778555174651e+00,2.367195209082538554e+00,8.232530061794173903e+00,2.519719116024730976e+00,8.835926421667640085e+00,2.214421625911249247e+00
8.538760870928513214e+00,2.563413656113056049e+00,8.232838070371087724e+00,2.696793033282896879e+00,8.842273788697191605e+00,2.429752633437985754e+00
8.537808603483966863e+00,2.759638885675229858e+00,8.230248845744304376e+00,2.873834819827568943e+00,8.843756283805801033e+00,2.645155136243183325e+00
8.532572489045293196e+00,2.955693873692830209e+00,8.218953879446168287e+00,3.050372198459983863e+00,8.839898523556701804e+00,2.860415692593609727e+00
8.514810395143740607e+00,3.150555039245610089e+00,8.189585537329136855e+00,3.224234403218953826e+00,8.827066318095415198e+00,3.074732372197593655e+00
8.475491090199000155e+00,3.341414414227855012e+00,8.133334966851862191e+00,3.390463249971895188e+00,8.797141796605384201e+00,3.286249409705513713e+00
8.407975057079397629e+00,3.524757872095122480e+00,8.043933757441301680e+00,3.541976525789248598e+00,8.743148448794599403e+00,3.493318736834597704e+00
8.311061206321909367e+00,3.693881267878381891e+00,7.923574955108850126e+00,3.669495044848360532e+00,8.662519151374240778e+00,3.690995163884042363e+00
8.186502531679764161e+00,3.844170542185152861e+00,7.778576471424295313e+00,3.768241718583139388e+00,8.553839077599537433e+00,3.875313713847767350e+00
8.037129092933211538e+00,3.969503006795975786e+00,7.616641601920916216e+00,3.835459015541382577e+00,8.419494864344770235e+00,4.041972253543819171e+00
7.868136309330992617e+00,4.066595722602571072e+00,7.445480647305160460e+00,3.874242527073005427e+00,8.258331888829772538e+00,4.182668911194428851e+00
7.685161046039354460e+00,4.134501460612483470e+00,7.270398141920103363e+00,3.891715539445117056e+00,8.078062491315304072e+00,4.297776218891752542e+00
7.494133948738578965e+00,4.175703983918253925e+00,7.094173287315081566e+00,3.896445243975121819e+00,7.883023797952211531e+00,4.385786885173426519e+00
7.299554742716082956e+00,4.195335731117523892e+00,6.917707249570121064e+00,3.896216035299837621e+00,7.677811493375966023e+00,4.447092531773331636e+00
7.103587636930088323e+00,4.201242347257078791e+00,6.740798501525959274e+00,3.895076108776271084e+00,7.466126655321972727e+00,4.483954162336498683e+00
6.907607353654015014e+00,4.201247579495785089e+00,6.563955824676646955e+00,3.894454928828598117e+00,7.251813347484599603e+00,4.501026860756466519e+00
6.711783262392657434e+00,4.199924210676329039e+00,6.387248839641322284e+00,3.894279224718687260e+00,7.036923512812264470e+00,4.506008677214778935e+00
6.516154120469764166e+00,4.199300605337185743e+00,6.210720763285029200e+00,3.894337119367341504e+00,6.822158690479970033e+00,4.505710119378382394e+00
6.320589315704296496e+00,4.199124065727502852e+00,6.034251601852711033e+00,3.894491767499458579e+00,6.607465255577830376e+00,4.504606906510338682e+00
6.125061330396391668e+00,4.199215533011553703e+00,5.857815725827173026e+00,3.894656650011368626e+00,6.392810021394704556e+00,4.504091374890133892e+00
5.929553692683455779e+00,4.199390716114905331e+00,5.681398135985242348e+00,3.894793905119408706e+00,6.178176375491094774e+00,4.504017809527643301e+00
5.734056325661313736e+00,4.199555822314081865e+00,5.504989796819860004e+00,3.894894523157551802e+00,5.963553992018968408e+00,4.504158260876553577e+00
5.538567872823634275e+00,4.199677907883895500e+00,5.328589513378177323e+00,3.894961270832443478e+00,5.748941451049903506e+00,4.504337618751132588e+00
5.343080582705667325e+00,4.199756585251108731e+00,5.152190291282476409e+00,3.895002568601814374e+00,5.534330181185808328e+00,4.504476188006378834e+00
5.147595618027125397e+00,4.199802318893134156e+00,4.975793172684797483e+00,3.895014915310953896e+00,5.319721447623463106e+00,4.504560753153356245e+00
4.952113560147864746e+00,4.199816465316303038e+00,4.799398681455127935e+00,3.895004357406225193e+00,5.105115898367235339e+00,4.504604337789348989e+00
4.756630145762272832e+00,4.199800962386802894e+00,4.623002968921724687e+00,3.894971546066073653e+00,4.890508855628930007e+00,4.504611573575907357e+00
4.561147894096393429e+00,4.199757941757439994e+00,4.446608307613371558e+00,3.894916125008569097e+00,4.675903086533942599e+00,4.504583202040433498e+00
4.365664285924182764e+00,4.199686628281739331e+00,4.270212425253982147e+00,3.894834509902735498e+00,4.461295826187398283e+00,4.504521545933351412e+00
4.170183390764634623e+00,4.199580045641425841e+00,4.093818991280656405e+00,3.894725406332914197e+00,4.246691541251377267e+00,4.504421838736332617e+00
3.974701139098755220e+00,4.199440519275924544e+00,3.917424333693325433e+00,3.894588861583719641e+00,4.032085766818944705e+00,4.504281623921627897e+00
3.779218887432875817e+00,4.199264948599335412e+00,3.741029684522037879e+00,3.894414961758750682e+00,3.817479991938643735e+00,4.504099554771554104e+00
3.583736635766996415e+00,4.199009925409058042e+00,3.564635044720095181e+00,3.894169669058317851e+00,3.602874209615966716e+00,4.503834332188482392e+00
3.388110982003240679e+00,4.198595803404785443e+00,3.388110982003240679e+00,3.893794450582021227e+00,3.388110982003240679e+00,4.503397156227549658e+00
3.388110982003240679e+00,4.198595803404785443e+00,3.388110982003240679e+00,3.893794450582021227e+00,3.388110982003240679e+00,4.503397156227549658e+00
3.192702563039105712e+00,4.198236329227000851e+00,3.211782938414835087e+00,3.893470532416345886e+00,3.173586301480328054e+00,4.502988691236128105e+00
2.997255774324457889e+00,4.197737328683714964e+00,3.035420242959219195e+00,3.893033685617137696e+00,2.959019532046577083e+00,4.502418225139787289e+00
2.801790188307791141e+00,4.197125156755078024e+00,2.859040542605023827e+00,3.892506461542524221e+00,2.744433335012392838e+00,4.501503309288978905e+00
2.606295243618383495e+00,4.195692686069264710e+00,2.682633111963014017e+00,3.891460334905519680e+00,2.529832581490391696e+00,4.498713508631023927e+00
2.410804949807825892e+00,4.190964292571720762e+00,2.506212513172397571e+00,3.888394255545763567e+00,2.315256680112350640e+00,4.492301375785814344e+00
2.215082790307931759e+00,4.183555248776983149e+00,2.329562005331386576e+00,3.882952547708659274e+00,2.100589776512070017e+00,4.480549404789492485e+00
2.019045146192709694e+00,4.169671406476510356e+00,2.152464711212223936e+00,3.874053151506297255e+00,1.886467172577343865e+00,4.455910382192818986e+00
1.825545525423279747e+00,4.138157826535092454e+00,1.976760310726497938e+00,3.855055460349219310e+00,1.676990953489651215e+00,4.408873290882088014e+00
1.639906519716934241e+00,4.077816355401537862e+00,1.806382943335680169e+00,3.812728966341049741e+00,1.476700019177523693e+00,4.334389463269440412e+00
1.468420961944399750e+00,3.985809956977320212e+00,1.648729605364760875e+00,3.736931518898757520e+00,1.290399634153231778e+00,4.230657633527930450e+00
1.316564535251782075e+00,3.863567226215877781e+00,1.511337951132014634e+00,3.627846942364779892e+00,1.121776626589936487e+00,4.098915919539778407e+00
1.188286271802660110e+00,3.716441712246847828e+00,1.403471324713710500e+00,3.489103652547067114e+00,9.779115012736518953e-01,3.940097224668722031e+00
1.087181058714844051e+00,3.549507717682246710e+00,1.326588121797864561e+00,3.331315723773482507e+00,8.593432468497105292e-01,3.762039172722709157e+00
1.015962247777441263e+00,3.368458984060928696e+00,1.280573300361532496e+00,3.162427884838423520e+00,7.676603543569364696e-01,3.569740334251831904e+00
9.734102913519926403e-01,3.178145699770325905e+00,1.259282453163965032e+00,2.988007536110279361e+00,7.039144332385179892e-01,3.365970326677944158e+00
9.534938958331036218e-01,2.983406522894050283e+00,1.251221404877692400e+00,2.811588367740864847e+00,6.658419082764533981e-01,3.154874545134784825e+00
9.444216541596013315e-01,2.787202997433176677e+00,1.247718671815642999e+00,2.634392293851370859e+00,6.461784882468144531e-01,2.940260024054015098e+00
9.405074066940883881e-01,2.590733984304613546e+00,1.245948040228058273e+00,2.457081867977935818e+00,6.369988853626405989e-01,2.724757795521120407e+00
9.396984929007636822e-01,2.394225535599133536e+00,1.249115210798299680e+00,2.279814554998427667e+00,6.340445227146070950e-01,2.509057580359934203e+00
9.471365077950046896e-01,2.198048655798338302e+00,1.262167073577039611e+00,2.103218059082471836e+00,6.380412546041495103e-01,2.293627081427457082e+00
9.667406161777751805e-01,2.003330698556816003e+00,1.294195500799505405e+00,1.929799091432739422e+00,6.531025059892051621e-01,2.079410249720529791e+00
1.008643508547041989e+00,1.812906277640358832e+00,1.352729207090198615e+00,1.764222216553984257e+00,6.849445321222072947e-01,1.868059848488921926e+00
1.077736577170046672e+00,1.631000280464338426e+00,1.441149905619712124e+00,1.612978271280949061e+00,7.408129905247504698e-01,1.662348432082465299e+00
1.174668353189769476e+00,1.460860280079107065e+00,1.562007120977783048e+00,1.484825935057682234e+00,8.238261101025845523e-01,1.464550133228192053e+00
1.299353328260686169e+00,1.310529099416030130e+00,1.707795836101411835e+00,1.387260662821281354e+00,9.320193593682306599e-01,1.279823030487546198e+00
1.448544752925574386e+00,1.185119410837636389e+00,1.871374294600319788e+00,1.324729088247874165e+00,1.066396846399222165e+00,1.113317868241482156e+00
1.618276541798405077e+00,1.089875516267241773e+00,2.043737150981536299e+00,1.292999416455823170e+00,1.227150656931976336e+00,9.726020728336205456e-01
1.802678316837329930e+00,1.026955253927974931e+00,2.218907885241041100e+00,1.278859800310778061e+00,1.407650217291339434e+00,8.586787851679514860e-01
1.995009888762233174e+00,9.923725057420933471e-01,2.395088776051737423e+00,1.271749713208188526e+00,1.603909857269422146e+00,7.738140220081987097e-01
2.190220548481931928e+00,9.752908935522877076e-01,2.571861277127576617e+00,1.267643407639464703e+00,1.810908681104063556e+00,7.175261486955097912e-01
2.386014505924073603e+00,9.666594679897910769e-01,2.748691659931454367e+00,1.265262209813340810e+00,2.023330548770799098e+00,6.850520479107904404e-01
2.581804490740530866e+00,9.621571992530031370e-01,2.925404959080404321e+00,1.263890940750031611e+00,2.237600866314511272e+00,6.682580920185101636e-01
2.777516670229560170e+00,9.599051322865064240e-01,3.102016672767131666e+00,1.263050830033930483e+00,2.452296232097099349e+00,6.600006393494896040e-01
2.973129727863096150e+00,9.587203451227852558e-01,3.278531735680181747e+00,1.262511009925808336e+00,2.667009915411795884e+00,6.561381859609813905e-01
